"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"342","Paul Postma","BOS, WPG","D","105","1146.4666666667","3","14","8","6","17","40.48","88","3.41","4.28","210","128","50","10","7","6","21","9","8","1","0","0","41","15","62","111","66","0","0","-"
"402","Patrick Wiercioch","COL, OTT","D","109","1851.7","4","13","5","8","17","29.31","119","3.36","4.25","273","168","61","8","3","10","47","22","21","1","0","12","48","13","105","130","113","0","0","-"
"554","Connor Brickley","FLA","C","67","723.88333333333","5","12","9","3","17","85.00","75","6.67","6.5","115","95","67","29","6","9","33","15","14","1","0","8","20","14","128","87","34","3","13","18.75"
"629","Ryan Garbutt","ANA, CHI","C","107","1114.1","9","8","7","1","17","54.84","161","5.59","11.64","299","239","134","45","10","8","68","31","29","2","0","30","21","15","218","157","40","8","11","42.11"
"698","Ty Rattie","CAR, EDM, STL","R","36","433.98333333333","9","8","7","1","17","65.38","58","15.52","5.38","89","77","57","22","5","10","6","3","3","0","0","7","6","8","27","38","10","0","0","-"
"701","Tomas Jurco","CHI, DET","L","102","1078.35","11","6","4","2","17","62.96","123","8.94","14","227","173","143","71","9","16","32","16","16","0","0","13","20","18","93","108","25","5","13","27.78"
"731","Ryan Murphy","CAR, MIN","D","83","1358.75","2","15","7","8","17","36.17","89","2.25","3.87","188","125","45","7","2","14","34","16","16","0","0","11","38","23","32","94","72","0","0","-"
"831","Gemel Smith","DAL","C","63","664.8","9","8","6","2","17","73.91","61","14.75","5.26","98","79","65","29","4","8","38","12","9","2","1","12","11","16","39","57","19","68","85","44.44"
"883","John Hayden","CHI","L, R","59","648.98333333333","5","12","9","3","17","70.83","78","6.41","6.93","132","103","77","33","6","10","58","18","13","4","1","20","10","23","162","89","25","12","12","50.00"
"915","Steven Santini","N.J","D","75","1355.6166666667","4","13","7","6","17","41.46","103","3.88","3.11","162","132","24","5","5","3","37","17","16","1","0","7","25","5","196","110","110","0","1","0.00"
"1097","Austin Czarnik","BOS","C","59","746.9","5","12","8","4","17","73.91","73","6.85","6.79","131","110","73","24","2","7","12","6","6","0","0","14","13","21","23","43","25","71","90","44.10"
"1109","Noel Acciari","BOS","C","108","1263.5166666667","12","5","3","2","17","51.52","108","11.11","11.61","184","148","129","60","11","14","23","10","9","1","0","20","17","31","284","167","50","113","145","43.80"
"9","Michal Rozsival","CHI","D","73","1165.0833333333","2","14","8","6","16","36.36","57","3.51","2.31","116","76","21","5","2","7","47","18","16","1","1","6","34","11","128","183","88","0","0","-"
"39","Chris Kelly","ANA, BOS, OTT","C","105","1214.8833333333","7","9","8","1","16","57.14","99","7.07","8.31","153","123","77","41","11","8","25","11","10","1","0","6","27","20","91","72","67","247","315","43.95"
"71","Fedor Tyutin","CBJ, COL","D","130","2379.75","2","14","3","11","16","24.62","71","2.82","2.77","178","109","38","6","4","10","66","32","32","0","0","12","32","22","244","188","161","0","0","-"
"82","Marek Zidlicky","NYI","D","53","825.91666666667","4","12","6","6","16","42.11","48","8.33","3.23","93","65","29","14","0","4","20","10","10","0","0","2","21","5","39","72","68","0","0","-"
"193","Tyler Kennedy","N.J","C","50","671.25","3","13","8","5","16","69.57","72","4.17","5.12","125","94","49","21","2","5","14","7","7","0","0","6","12","16","35","43","9","23","35","39.66"
"423","Mark Borowiecki","OTT","D","185","2663.65","5","11","6","5","16","20.25","143","3.50","6.73","307","213","80","17","11","15","325","102","69","29","4","76","57","20","861","337","270","1","2","33.33"
"513","Byron Froese","MTL, T.B, TOR","C","110","1326.1833333333","5","11","11","0","16","53.33","119","4.20","11.29","223","167","118","53","4","12","47","22","21","1","0","14","23","42","108","137","69","492","558","46.86"
"615","Anthony Bitetto","NSH","D","89","1112.1166666667","2","14","4","10","16","39.02","61","3.28","2.45","140","97","23","5","2","4","71","31","28","3","0","14","32","10","145","120","96","0","0","-"
"636","Cory Conacher","T.B","C","47","486.98333333333","9","7","5","2","16","84.21","61","14.75","6.66","103","86","64","28","1","8","28","14","14","0","0","20","13","11","33","51","14","5","13","27.78"
"641","Justin Fontaine","MIN","R","60","711.33333333333","5","11","7","4","16","57.14","54","9.26","4.75","96","79","58","20","3","8","20","10","10","0","0","10","12","17","9","38","24","1","3","25.00"
"981","Tomas Nosek","DET, VGK","L","84","915.33333333333","8","8","6","2","16","55.17","113","7.08","11.65","183","153","133","62","11","15","18","9","9","0","0","11","17","44","69","118","29","76","65","53.90"
"1050","Nikita Soshnikov","STL, TOR","R","82","944.6","8","8","5","3","16","55.17","120","6.67","10.6","213","171","109","43","9","9","26","13","13","0","0","17","20","25","159","138","36","2","17","10.53"
"30","Shawn Horcoff","ANA","C","59","783.93333333333","6","9","6","3","15","62.50","73","8.22","6.9","116","100","71","37","2","6","34","17","17","0","0","3","28","12","58","45","24","320","306","51.12"
"84","Brooks Laich","L.A, TOR, WSH","C","93","1060.55","2","13","6","7","15","62.50","111","1.80","9.29","179","142","96","48","7","12","24","12","12","0","0","13","18","33","148","97","39","151","201","42.90"
"230","Taylor Chorney","CBJ, WSH","D","98","1310.7","3","12","5","7","15","24.19","61","4.92","3.04","146","96","32","6","2","6","40","17","15","2","0","4","46","15","104","135","118","0","0","-"
"252","Colin Greening","OTT, TOR","C","31","436.98333333333","7","8","5","3","15","71.43","58","12.07","7.07","102","85","58","36","6","6","13","5","4","1","0","5","10","10","90","53","10","13","8","61.90"
"322","Paul Carey","NYR, WSH","C","70","718.36666666667","8","7","5","2","15","75.00","64","12.50","5.32","114","87","57","31","3","4","20","10","10","0","0","6","35","26","78","42","24","19","22","46.34"
"335","Chris Terry","CAR, MTL","L","82","905.11666666667","10","5","3","2","15","60.00","93","10.75","8.32","175","132","83","39","3","9","20","10","10","0","0","12","28","26","92","101","22","2","9","18.18"
"437","Dalton Prout","CBJ, N.J","D","97","1496.0333333333","3","12","6","6","15","26.32","87","3.45","2.77","196","119","30","1","3","8","159","55","45","7","3","12","41","10","190","94","97","0","1","0.00"
"496","Linden Vey","CGY, VAN","R","45","689.88333333333","4","11","7","4","15","68.18","41","9.76","5.32","80","63","57","28","4","1","6","3","3","0","0","4","18","16","5","37","9","202","271","42.71"
"511","Gabriel Bourque","COL, NSH","L","86","971.66666666667","6","9","6","3","15","68.18","73","8.22","8.56","135","109","89","50","8","7","30","11","10","0","1","9","7","16","195","100","87","7","18","28.00"
"579","Emerson Etem","ANA, NYR, VAN","L, R","61","789.11666666667","7","8","6","2","15","55.56","100","7.00","9.58","182","135","112","55","4","5","13","5","4","1","0","10","20","20","91","106","43","2","3","40.00"
"667","Sean Kuraly","BOS","C","83","992.26666666667","6","9","5","4","15","57.69","145","4.14","12.55","231","188","126","53","15","10","42","18","16","2","0","19","28","34","152","101","23","336","388","46.41"
"802","Matt Grzelcyk","BOS","D","63","1046.15","3","12","4","8","15","28.30","86","3.49","4.07","186","130","47","4","2","8","24","12","12","0","0","6","24","26","45","76","43","0","0","-"
"866","Chad Ruhwedel","BUF, PIT","D","79","1296.8666666667","4","11","7","4","15","30.00","113","3.54","4.16","233","160","41","5","5","12","26","13","13","0","0","10","22","20","106","100","71","0","0","-"
"21","David Legwand","BUF","C","79","766.71666666667","5","9","5","4","14","63.64","61","8.20","4.03","93","70","47","23","7","5","14","7","7","0","0","4","12","19","28","35","18","196","231","45.90"
"53","Nick Schultz","PHI","D","109","1880.8333333333","1","13","5","8","14","24.14","95","1.05","3.82","224","147","55","12","4","9","52","25","25","0","0","8","51","6","130","207","235","1","0","100.00"
"107","Joffrey Lupul","TOR","L","46","672.56666666667","11","3","2","1","14","48.28","102","10.78","13.23","178","149","114","51","6","14","12","6","6","0","0","10","7","12","58","65","14","0","4","0.00"
"256","Andrew Desjardins","CHI","C, L","123","1462.8833333333","8","6","4","2","14","46.67","143","5.59","14.81","268","191","136","66","16","17","52","20","16","4","0","25","25","35","175","192","66","82","74","52.56"
"276","Eric Gryba","EDM","D","114","1902.75","3","11","7","4","14","21.21","122","2.46","5.04","301","185","62","12","8","13","171","61","48","11","2","30","71","31","334","194","144","0","0","-"
"318","Justin Falk","BUF, CBJ","D","122","1793.7833333333","1","13","6","7","14","27.45","85","1.18","2.84","191","128","30","5","2","10","74","29","26","2","1","19","43","13","259","152","140","0","0","-"
"545","Martin Marincin","TOR","D","92","1574.5333333333","2","12","5","7","14","24.56","77","2.60","2.49","250","130","38","3","3","7","52","25","25","0","0","13","58","33","63","109","94","0","0","-"
"561","Jon Merrill","N.J, VGK","D","132","2287.9333333333","3","11","5","6","14","20.59","108","2.78","4.02","213","157","44","6","3","13","74","37","37","0","0","10","57","30","122","275","164","0","0","-"
"598","Teemu Pulkkinen","ARI, DET, MIN","L","49","539.93333333333","8","6","3","3","14","66.67","75","10.67","7.61","155","119","68","31","2","8","20","9","9","0","0","9","18","14","9","53","11","0","2","0.00"
"656","Josh Archibald","ARI, PIT","R","53","615.38333333333","8","6","5","1","14","60.87","53","15.09","5.04","111","82","56","26","2","2","29","9","7","1","1","9","6","7","115","64","19","25","41","37.88"
"852","Christian Djoos","WSH","D","63","884.16666666667","3","11","9","2","14","30.43","60","5.00","3.36","112","83","38","13","1","6","10","5","5","0","0","6","33","13","22","56","55","0","0","-"
"875","Tyler Motte","CBJ, CHI, VAN","C, L","79","892.08333333333","9","5","5","0","14","51.85","110","8.18","10.78","187","146","89","33","5","14","20","9","9","0","0","15","9","28","120","110","51","10","22","31.25"
"1080","Jack Roslovic","WPG","C","32","390.38333333333","5","9","6","3","14","63.64","39","12.82","3.27","76","64","41","13","2","3","2","1","1","0","0","3","12","14","20","33","10","19","26","42.22"
"1116","Dominik Simon","PIT","C","38","421.23333333333","4","10","6","4","14","60.87","40","10.00","4.34","75","57","52","23","3","4","16","8","8","0","0","4","15","11","40","34","19","6","8","42.86"
"1186","Neal Pionk","NYR","D","28","626.85","1","13","6","7","14","50.00","54","1.85","2.69","105","70","38","5","6","2","12","6","6","0","0","2","33","13","49","66","41","0","0","-"
"347","Nick Spaling","S.J, TOR","C","58","828.06666666667","3","10","3","7","13","54.17","53","5.66","5.96","108","77","67","35","2","1","24","11","11","0","0","4","13","31","65","54","45","309","292","51.41"
"398","Cody Goloubef","CBJ, COL","D","76","1211.1","1","12","3","9","13","33.33","75","1.33","2.03","160","105","33","1","2","7","45","21","20","1","0","5","18","8","61","57","81","0","0","-"
"553","Greg McKegg","FLA, PIT, T.B","C","87","831.05","7","6","5","1","13","52.00","71","9.86","5.79","109","91","65","27","8","4","32","13","11","2","0","13","10","14","87","82","32","255","269","48.66"
"797","Slater Koekkoek","T.B","D","73","862.58333333333","4","9","5","4","13","38.24","81","4.94","3.1","164","109","39","9","3","7","28","14","14","0","0","6","16","7","67","107","56","0","0","-"
"909","Jacob de la Rose","MTL","L","86","1023.2333333333","4","9","3","6","13","52.00","77","5.19","7.51","162","116","83","33","7","10","39","18","17","1","0","6","22","30","189","108","60","290","341","45.96"
"1061","Travis Dermott","TOR","D","37","591.78333333333","1","12","4","8","13","44.83","54","1.85","1.95","106","68","29","2","0","6","8","4","4","0","0","7","36","9","48","66","36","0","0","-"
"1086","Lawson Crouse","ARI","L","83","976.3","6","7","5","2","13","65.00","97","6.19","9.64","179","147","94","51","9","8","55","20","15","5","0","18","8","16","189","52","35","4","9","30.77"
"1157","Yohann Auvitu","EDM, N.J","D","58","837.41666666667","5","8","3","5","13","33.33","123","4.07","4.08","215","150","54","9","6","8","10","5","5","0","0","3","30","15","38","27","35","0","0","-"
"78","Jordin Tootoo","CHI, N.J","R","116","1098.1833333333","6","6","3","3","12","57.14","133","4.51","10.76","222","180","107","47","6","10","130","36","20","14","2","36","32","26","151","84","26","1","2","33.33"
"79","Christian Ehrhoff","CHI, L.A","D","48","743.21666666667","2","10","5","5","12","44.44","80","2.50","3.65","174","123","29","9","1","6","34","17","17","0","0","11","22","5","39","70","35","0","0","-"
"174","Kyle Chipchura","ARI","C","70","716.41666666667","4","8","6","2","12","63.16","47","8.51","4.5","87","64","49","26","3","4","38","13","9","4","0","12","16","25","73","87","13","88","80","52.38"
"219","Devin Setoguchi","L.A","R","45","559.88333333333","4","8","4","4","12","57.14","60","6.67","6.3","110","85","68","36","1","7","14","7","7","0","0","11","19","15","53","54","10","2","2","50.00"
"223","Jakub Kindl","DET, FLA","D","83","1250.0833333333","2","10","5","5","12","22.64","104","1.92","3.74","211","152","36","0","3","9","46","23","23","0","0","2","42","16","88","65","61","0","1","0.00"
"306","Ryan Carter","MIN","L","60","668.45","7","5","4","1","12","85.71","62","11.29","5.19","96","77","48","23","4","6","48","21","19","2","0","24","7","17","87","64","37","21","18","53.85"
"716","Ryan Sproul","DET, NYR","D","43","670.91666666667","2","10","7","3","12","48.00","61","3.28","3.24","127","95","27","6","1","7","12","6","6","0","0","3","15","10","18","40","31","0","0","-"
"742","Matt Puempel","NYR, OTT","L","66","680.53333333333","8","4","2","2","12","66.67","70","11.43","7.01","132","100","75","42","5","9","20","7","5","2","0","8","11","14","46","62","22","1","2","33.33"
"781","Brendan Gaunce","VAN","C","114","1288.6333333333","5","7","4","3","12","42.86","140","3.57","12.03","229","182","137","57","17","9","45","17","15","1","1","12","29","38","176","82","26","171","184","48.17"
"838","Paul LaDue","L.A","D","34","506.56666666667","3","9","3","6","12","48.00","40","7.50","1.28","88","52","21","1","2","5","10","5","5","0","0","2","16","4","29","72","24","0","0","-"
"853","Joakim Ryan","S.J","D","62","1038.5833333333","3","9","2","7","12","27.27","79","3.80","3.44","160","102","38","5","2","5","8","4","4","0","0","2","16","14","33","91","98","0","0","-"
"865","Carter Rowney","PIT","R","71","707.46666666667","5","7","4","3","12","70.59","45","11.11","4.78","83","62","51","25","1","9","8","4","4","0","0","3","11","16","138","80","39","259","249","50.98"
"922","Madison Bowey","WSH","D","51","699.38333333333","0","12","4","8","12","54.55","47","0.00","2.69","104","73","31","8","1","5","24","12","12","0","0","7","38","11","48","65","42","0","0","-"
